67140	0
67141	79
67142	38
67143	0
67144	19
67145	0
67146	0
67147	0
67148	77
67149	352
67150	12
67151	0
67152	201
67153	477
67154	517
67155	205
67156	343
67157	81
67158	1
67159	13
67160	198
67161	6
67162	10
67163	227
67164	161
67165	126
67166	56
67167	340
67168	0
67169	43
67170	51
67171	62
67172	631
67173	300
67174	0
67175	241
67176	266
67177	22
67178	287
67179	526
67180	13
67181	30
67182	211
67183	165
67184	260
67185	239
67186	333
67187	0
67188	1
67189	255
67190	344
67191	7
67192	31
67193	0
67194	0
67195	154
67196	87
67197	35
67198	0
67199	5
67200	20
67201	84
67202	0
67203	35
67204	54
67205	30
67206	192
67207	4
67208	456
67209	5
67210	209
67211	30
67212	4
67213	359
67214	20
67215	37
67216	0
67217	188
67218	461
67219	206
67220	0
67221	10
67222	347
67223	186
67224	56
67225	22
67226	20
67227	131
67228	96
67229	178
67230	120
67231	0
67232	405
67233	0
67234	2
67235	58
67236	56
67237	187
67238	511
67239	268
67240	481
67241	578
67242	10
67243	2
67244	0
67245	101
67246	202
67247	501
67248	0
67249	112
67250	0
67251	199
67252	32
67253	1
67254	120
67255	1
67256	124
67257	126
67258	480
67259	452
67260	331
67261	1
67262	6
67263	1
67264	46
67265	83
67266	246
67267	191
67268	55
67269	12
67270	437
67271	368
67272	372
67273	597
67274	472
67275	292
67276	155
67277	246
67278	73
67279	302
67280	7
67281	35
67282	394
67283	120
67284	360
67285	0
67286	4
67287	185
67288	212
67289	14
67290	0
67291	78
67292	721
67293	164
67294	0
67295	0
67296	465
67297	35
67298	84
67299	47
67300	48
67301	533
67302	247
67303	59
67304	1
67305	35
67306	0
67307	289
67308	39
67309	249
67310	215
67311	134
67312	123
67313	524
67314	481
67315	253
67316	44
67317	388
67318	295
67319	30
67320	165
67321	1
67322	44
67323	0
67324	32
67325	10
67326	0
67327	282
67328	150
67329	0
67330	152
67331	179
67332	18
67333	63
67334	33
67335	374
67336	782
67337	93
67338	93
67339	38
67340	58
67341	0
67342	763
67343	0
67344	1
67345	101
67346	0
67347	0
67348	255
67349	109
67350	226
67351	3
67352	120
67353	475
67354	299
67355	449
67356	177
67357	0
67358	295
67359	34
67360	34
67361	134
67362	141
67363	0
67364	0
67365	46
67366	0
67367	52
67368	0
67369	10
67370	0
67371	0
67372	0
67373	38
67374	1
67375	20
67376	80
67377	15
67378	395
67379	286
67380	0
67381	44
67382	11
67383	46
67384	61
67385	1
67386	37
67387	59
67388	47
67389	31
67390	49
67391	0
67392	176
67393	309
67394	281
67395	51
67396	129
67397	112
67398	123
67399	139
67400	48
67401	196
67402	214
67403	137
67404	56
67405	258
67406	118
67407	0
67408	131
67409	93
67410	25
67411	18
67412	485
67413	235
67414	368
67415	328
67416	12
67417	1
67418	56
67419	4
67420	463
67421	215
67422	79
67423	1
67424	306
67425	0
67426	97
67427	352
67428	336
67429	0
67430	1
67431	55
67432	125
67433	563
67434	0
67435	96
67436	112
67437	88
67438	90
67439	11
67440	92
67441	189
67442	2
67443	6
67444	4
67445	137
67446	178
67447	133
67448	190
67449	58
67450	0
67451	169
67452	41
67453	127
67454	224
67455	54
67456	469
67457	18
67458	34
67459	120
67460	0
67461	4
67462	123
67463	74
67464	1
67465	182
67466	45
67467	2
67468	190
67469	122
67470	301
67471	1
67472	299
67473	316
67474	1
67475	166
67476	181
67477	0
67478	249
67479	292
67480	402
67481	180
67482	0
67483	329
67484	305
67485	292
67486	179
67487	750
67488	511
67489	1
67490	342
67491	1
67492	1
67493	83
67494	4
67495	171
67496	263
67497	10
67498	76
67499	47
67500	87
67501	30
67502	5
67503	281
67504	0
67505	7
67506	15
67507	4
67508	233
67509	435
67510	4
67511	266
67512	346
67513	87
67514	199
67515	233
67516	304
