59651	97
59652	531
59653	74
59654	446
59655	497
59656	287
59657	84
59658	269
59659	912
59660	370
59661	374
59662	478
59663	574
59664	408
59665	169
59666	664
59667	551
59668	419
59669	56
59670	229
59671	221
59672	488
59673	0
59674	79
59675	185
59676	321
59677	503
59678	388
59679	10
59680	727
59681	54
59682	317
59683	164
59684	472
59685	218
59686	176
59687	168
59688	43
59689	93
59690	23
59691	430
59692	88
59693	594
59694	304
59695	67
59696	516
59697	728
59698	129
59699	438
59700	316
59701	123
59702	32
59703	481
59704	309
59705	415
59706	56
59707	344
59708	454
59709	236
59710	311
59711	448
59712	535
59713	112
59714	0
59715	413
59716	264
59717	501
59718	73
59719	147
59720	118
59721	377
59722	405
59723	10
59724	349
59725	40
59726	7
59727	628
59728	217
59729	448
59730	68
59731	271
59732	504
59733	608
59734	284
59735	85
59736	0
59737	322
59738	240
59739	199
59740	206
59741	226
59742	276
59743	325
59744	489
59745	613
59746	56
59747	532
59748	127
59749	61
59750	1
59751	542
59752	376
59753	138
59754	20
59755	358
59756	87
59757	41
59758	187
59759	1
59760	777
59761	633
59762	97
59763	166
59764	84
59765	186
59766	196
59767	427
59768	82
59769	264
59770	336
59771	164
59772	471
59773	506
59774	159
59775	269
59776	736
59777	485
59778	475
59779	35
59780	30
59781	120
59782	128
59783	164
59784	326
59785	135
59786	580
59787	352
59788	67
59789	297
59790	75
59791	458
59792	201
59793	91
59794	11
59795	193
59796	570
59797	35
59798	146
59799	240
59800	285
59801	154
59802	367
59803	56
59804	327
59805	203
59806	84
59807	553
59808	859
59809	564
59810	83
59811	533
59812	167
59813	355
59814	390
59815	353
59816	589
59817	380
59818	494
59819	170
59820	58
59821	514
59822	159
59823	592
59824	102
59825	72
59826	440
59827	0
59828	261
59829	258
59830	391
59831	256
59832	20
59833	499
59834	20
59835	557
59836	354
59837	536
59838	200
59839	3
59840	473
59841	84
59842	315
59843	453
59844	295
59845	389
59846	315
59847	462
59848	204
59849	218
59850	446
59851	472
59852	616
59853	773
59854	565
59855	14
59856	321
59857	232
59858	54
59859	347
59860	416
59861	759
59862	383
59863	84
59864	90
59865	1
59866	350
59867	0
59868	84
59869	532
59870	486
59871	318
59872	644
59873	0
59874	20
59875	240
59876	494
59877	302
59878	240
59879	355
59880	300
59881	465
59882	387
59883	213
59884	585
59885	412
59886	475
59887	323
59888	383
59889	158
59890	142
59891	0
59892	55
59893	275
59894	455
59895	604
59896	300
59897	430
59898	231
59899	163
59900	49
59901	104
59902	552
59903	10
59904	21
59905	521
59906	36
59907	559
59908	56
59909	524
59910	565
59911	229
59912	165
59913	426
59914	439
59915	417
59916	183
59917	126
59918	5
59919	87
59920	21
59921	521
59922	366
59923	35
59924	171
59925	610
59926	43
59927	722
59928	462
59929	35
59930	0
59931	526
59932	320
59933	90
59934	231
59935	197
59936	576
59937	111
59938	167
59939	647
59940	221
59941	563
59942	111
59943	350
59944	130
59945	540
59946	143
59947	267
59948	55
59949	35
59950	574
59951	449
59952	302
59953	326
59954	4
59955	446
59956	364
59957	74
59958	138
59959	545
59960	225
59961	329
59962	572
59963	136
59964	251
59965	312
59966	45
59967	162
59968	458
59969	536
59970	229
59971	530
59972	656
59973	614
59974	418
59975	584
59976	521
59977	503
59978	335
