220,914
220,1288
798,932
798,1276
1452,930
1452,1107
1452,1287
2054,1265
2489,1049
2489,1231
2489,1425
2957,957
2957,1130
2957,1321
3571,908
3585,913
3585,1111
3585,1327
3597,934
3597,1148
3597,1376
3603,944
3603,1123
3603,1314
3747,964
3747,1143
3747,1331
3748,930
3748,1125
3748,1333
4202,991
4207,959
4207,1128
4207,1317
4622,931
4622,1250
4806,918
4806,1252
5060,1295
5631,1002
5631,1175
5631,1355
6120,957
6120,1108
6120,1266
9305,950
9305,1122
9305,1312
12190,973
12190,1152
12190,1324
16451,920
16477,980
16477,1151
16477,1259
20044,932
20044,1129
20044,1324
20651,1250
21096,938
22739,1264
23207,930
23207,1114
23207,1311
23726,950
23726,1122
23726,1312
23846,964
23846,1140
23846,1321
24904,1253
26369,1270
27722,903
28078,1003
28078,1176
28078,1361
28380,973
28380,1121
28380,1278
30664,954
30664,1116
30664,1292
31028,1281
31795,903
33235,929
33235,1104
33235,1274
34808,908
35640,916
35829,1276
36289,1021
36289,1193
36289,1370
36374,926
36374,1100
37698,925
37698,1270
37800,1269
38176,981
38176,1161
38176,1353
38226,1279
39732,928
40232,906
40558,927
40558,1289
41770,1004
41770,1143
42347,997
42347,1208
42347,1435
42589,956
43422,907
43422,1273
43654,918
43654,1297
43723,986
43723,1170
43723,1358
44228,901
44297,1259
44335,1295
44465,1283
44896,955
45027,1056
45027,1259
45027,1472
45061,986
45061,1180
45061,1386
45404,900
45442,1162
45442,1318
45442,1392
45469,905
45630,947
45630,1127
45630,1315
47708,968
47708,1142
47708,1326
48375,916
48457,978
48457,1166
48457,1349
48695,1021
48695,1193
48695,1370
48900,916
49994,1269
50018,1297
50501,957
50501,1145
50501,1340
51230,907
51838,972
51838,1149
51838,1314
56685,929
56685,1104
56685,1274
57149,941
57149,1275
58131,911
61224,1259
63204,916
64565,1259
66783,932
66783,1255
67966,932
67966,1129
67966,1324
68862,913
68862,1105
68862,1306
70176,991
70176,1166
70176,1353
71059,1256
74228,941
74228,1118
74228,1305
75000,903
75292,1005
75292,1187
75292,1381
76524,908
78033,946
78033,1113
78033,1297
78560,903
78560,1266
78991,1251
82371,941
82371,1124
82371,1301
84045,1257
84136,1036
84136,1222
84136,1400
84201,910
84316,1093
84316,1292
84316,1485
84328,924
84423,917
84484,911
85496,912
86440,1254
90559,908
90559,1267
91346,934
91832,1003
91832,1184
91832,1376
92310,917
92310,1261
92550,1071
92550,1220
92550,1294
95373,969
95373,1130
95373,1282
95593,994
95593,1123
100542,965
100542,1147
100542,1323
100792,1107
100792,1301
101246,975
101246,1154
101246,1341
