11143	192
11144	202
11145	11
11146	10
11147	155
11148	20
11149	471
11150	344
11151	5
11152	97
11153	296
11154	3
11155	134
11156	22
11157	86
11158	4
11159	743
11160	190
11161	86
11162	84
11163	0
11164	261
11165	2
11166	2
11167	1
11168	182
11169	1
11170	56
11171	35
11172	151
11173	291
11174	258
11175	55
11176	1
11177	10
11178	350
11179	3
11180	4
11181	42
11182	201
11183	176
11184	218
11185	242
11186	87
11187	0
11188	363
11189	0
11190	330
11191	5
11192	2
11193	0
11194	0
11195	459
11196	393
11197	6
11198	286
11199	15
11200	4
11201	290
11202	22
11203	267
11204	94
11205	296
11206	5
11207	0
11208	87
11209	74
11210	92
11211	370
11212	25
11213	56
11214	148
11215	270
11216	418
11217	40
11218	156
11219	44
11220	24
11221	466
11222	62
11223	0
11224	11
11225	21
11226	56
11227	0
11228	0
11229	10
11230	2
11231	285
11232	258
11233	485
11234	7
11235	594
11236	1
11237	19
11238	10
11239	66
11240	54
11241	282
11242	275
11243	0
11244	35
11245	0
11246	243
11247	238
11248	538
11249	172
11250	1
11251	357
11252	295
11253	48
11254	0
11255	0
11256	1
11257	56
11258	602
11259	81
11260	12
11261	0
11262	0
11263	72
11264	48
11265	44
11266	149
11267	10
11268	85
11269	192
11270	38
11271	293
11272	249
11273	0
11274	229
11275	14
11276	11
11277	1
11278	402
11279	22
11280	4
11281	81
11282	149
11283	265
11284	49
11285	250
11286	4
11287	80
11288	72
11289	473
11290	2
11291	398
11292	508
11293	27
11294	236
11295	0
11296	264
11297	0
11298	218
11299	596
11300	2
11301	137
11302	0
11303	47
11304	21
11305	78
11306	280
11307	0
11308	173
11309	1
11310	0
11311	20
11312	148
11313	133
11314	4
11315	227
11316	245
11317	426
11318	0
11319	224
11320	70
11321	350
11322	594
11323	3
11324	3
11325	168
11326	57
11327	59
11328	242
11329	202
